algorithm,user_id,diversity_mode,solution_rank,preference,cost,time,penalty,nutrition_penalty,diversity_score,breakfast_ids,lunch_dinner_ids,menu_ids,nutrient_totals,dri_limits
NSGA-II,2,with_diversity,35,76.7,22.02,780.0,1.131701,1.131701,9,"[6, 72, 27]","[249, 163, 240, 127, 378, 308, 181, 253, 266, 245, 336]","[6, 72, 27, 249, 163, 240, 127, 378, 308, 181, 253, 266, 245, 336]","{""Calcium, Ca"": 644.66794, ""Copper, Cu"": 2.3633273000000004, ""Iron, Fe"": 24.742836999999994, ""Magnesium, Mg"": 413.39145999999994, ""Manganese, Mn"": 5.5809902, ""Phosphorus, P"": 1279.5912200000002, ""Sodium, Na"": 2376.768965, ""Potassium, K"": 3622.3333000000002, ""Zinc, Zn"": 13.204486000000003, ""Carbohydrate, by difference"": 316.67187, ""Fiber, total dietary"": 30.919902000000004, ""Protein"": 89.23432199999999, ""Energy"": 2753.98163, ""Vitamin A"": 137.08814999999998, ""Vitamin B-6"": 2.5015581, ""Vitamin B-12"": 5.280444999999999, ""Vitamin C, total ascorbic acid"": 89.964824, ""Vitamin D"": 0.8510692, ""Vitamin E (alpha-tocopherol)"": 35.906969999999994, ""Thiamin"": 4.206512, ""Riboflavin"": 1.7711227000000003, ""Niacin"": 9.751109199999998, ""Pantothenic acid"": 9.6253511, ""Vitamin B-9 Folic acid"": 399.39269, ""Vitamin B-7"": 12.552057, ""Total lipid (fat)"": 134.0157302}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,36,155.7,46.86,582.0,0.62233,0.62233,12,"[30, 48, 4, 7, 29, 44, 82, 34]","[196, 270, 161, 152, 327, 176, 328, 286, 251, 208, 361, 105, 245, 336, 266]","[30, 48, 4, 7, 29, 44, 82, 34, 196, 270, 161, 152, 327, 176, 328, 286, 251, 208, 361, 105, 245, 336, 266]","{""Calcium, Ca"": 954.10448, ""Copper, Cu"": 1.8803767000000002, ""Iron, Fe"": 20.088074999999996, ""Magnesium, Mg"": 419.47337, ""Manganese, Mn"": 4.3082464, ""Phosphorus, P"": 946.2463399999999, ""Sodium, Na"": 2465.5403100000003, ""Potassium, K"": 6231.0469, ""Zinc, Zn"": 8.154228, ""Carbohydrate, by difference"": 342.1331399999999, ""Fiber, total dietary"": 60.7487599, ""Protein"": 51.227267999999995, ""Energy"": 2737.41483, ""Vitamin A"": 1158.54011, ""Vitamin B-6"": 2.4700518000000002, ""Vitamin B-12"": 8.3567477, ""Vitamin C, total ascorbic acid"": 499.843672, ""Vitamin D"": 0.1952902, ""Vitamin E (alpha-tocopherol)"": 56.139379999999996, ""Thiamin"": 9.8760488, ""Riboflavin"": 2.9316777000000007, ""Niacin"": 14.7333282, ""Pantothenic acid"": 22.4876811, ""Vitamin B-9 Folic acid"": 590.7842899999999, ""Vitamin B-7"": 11.276032, ""Total lipid (fat)"": 136.9971482}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,37,89.8,32.11,525.0,1.953222,1.953222,11,"[17, 52, 5, 6, 67, 57]","[366, 221, 370, 141, 380, 153, 334, 266, 284, 336, 245]","[17, 52, 5, 6, 67, 57, 366, 221, 370, 141, 380, 153, 334, 266, 284, 336, 245]","{""Calcium, Ca"": 753.4101979999999, ""Copper, Cu"": 0.9645111999999999, ""Iron, Fe"": 9.816992899999999, ""Magnesium, Mg"": 189.07237000000003, ""Manganese, Mn"": 1.6713144, ""Phosphorus, P"": 523.8129328, ""Sodium, Na"": 1984.06553, ""Potassium, K"": 2598.466488, ""Zinc, Zn"": 4.0837676, ""Carbohydrate, by difference"": 344.71755, ""Fiber, total dietary"": 16.721681600000004, ""Protein"": 61.304340800000006, ""Energy"": 2714.7723300000002, ""Vitamin A"": 801.06531, ""Vitamin B-6"": 1.1578720000000002, ""Vitamin B-12"": 3.9005356, ""Vitamin C, total ascorbic acid"": 235.46030399999998, ""Vitamin D"": 0.7566347, ""Vitamin E (alpha-tocopherol)"": 29.97731, ""Thiamin"": 3.6475745999999996, ""Riboflavin"": 1.731856, ""Niacin"": 8.1299852, ""Pantothenic acid"": 15.878689000000001, ""Vitamin B-9 Folic acid"": 181.23493000000002, ""Vitamin B-7"": 8.860271, ""Total lipid (fat)"": 135.32914019999998}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,38,106.9,34.78,565.0,0.736221,0.736221,13,"[75, 30, 13, 89, 7, 44, 76]","[152, 394, 123, 398, 154, 401, 359, 285, 245, 284]","[75, 30, 13, 89, 7, 44, 76, 152, 394, 123, 398, 154, 401, 359, 285, 245, 284]","{""Calcium, Ca"": 1285.2314379999998, ""Copper, Cu"": 1.3915562000000001, ""Iron, Fe"": 19.9874063, ""Magnesium, Mg"": 478.46855, ""Manganese, Mn"": 8.7556069, ""Phosphorus, P"": 1645.4273128, ""Sodium, Na"": 2621.4057000000003, ""Potassium, K"": 4769.3551879999995, ""Zinc, Zn"": 15.640292, ""Carbohydrate, by difference"": 343.47237100000007, ""Fiber, total dietary"": 40.007090000000005, ""Protein"": 75.83099330000002, ""Energy"": 2755.6133, ""Vitamin A"": 503.45074, ""Vitamin B-6"": 3.440344, ""Vitamin B-12"": 25.857176000000003, ""Vitamin C, total ascorbic acid"": 240.43586000000002, ""Vitamin D"": 0.2737328, ""Vitamin E (alpha-tocopherol)"": 53.10888, ""Thiamin"": 5.914243999999999, ""Riboflavin"": 6.172555, ""Niacin"": 13.04474, ""Pantothenic acid"": 102.306068, ""Vitamin B-9 Folic acid"": 797.9064999999999, ""Vitamin B-7"": 29.487496, ""Total lipid (fat)"": 128.93135}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,39,133.8,34.57,414.0,0.651393,0.651393,12,"[42, 56, 1, 67, 44, 82]","[277, 216, 198, 396, 367, 376, 307, 362, 139, 361, 147, 245, 336, 266]","[42, 56, 1, 67, 44, 82, 277, 216, 198, 396, 367, 376, 307, 362, 139, 361, 147, 245, 336, 266]","{""Calcium, Ca"": 745.62098, ""Copper, Cu"": 2.2461087, ""Iron, Fe"": 23.992624, ""Magnesium, Mg"": 446.68172, ""Manganese, Mn"": 4.4140961999999995, ""Phosphorus, P"": 1501.4096400000003, ""Sodium, Na"": 2443.04547, ""Potassium, K"": 6768.5362000000005, ""Zinc, Zn"": 13.645876000000001, ""Carbohydrate, by difference"": 313.66024, ""Fiber, total dietary"": 64.6959199, ""Protein"": 88.75818799999999, ""Energy"": 2743.9585300000003, ""Vitamin A"": 1150.2952432, ""Vitamin B-6"": 3.1636720000000005, ""Vitamin B-12"": 56.525786, ""Vitamin C, total ascorbic acid"": 623.415562, ""Vitamin D"": 0.2920769, ""Vitamin E (alpha-tocopherol)"": 50.85957000000001, ""Thiamin"": 5.943789, ""Riboflavin"": 20.166490699999997, ""Niacin"": 23.9696302, ""Pantothenic acid"": 133.50296999999998, ""Vitamin B-9 Folic acid"": 578.05031, ""Vitamin B-7"": 28.405283999999998, ""Total lipid (fat)"": 137.59116020000002}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,40,100.4,46.86,211.0,0.726918,0.726918,10,"[45, 46, 9, 1]","[224, 264, 235, 298, 251, 112, 336, 147, 367, 158, 245, 139, 266]","[45, 46, 9, 1, 224, 264, 235, 298, 251, 112, 336, 147, 367, 158, 245, 139, 266]","{""Calcium, Ca"": 593.44664, ""Copper, Cu"": 1.7440587000000003, ""Iron, Fe"": 20.681801, ""Magnesium, Mg"": 418.0370199999999, ""Manganese, Mn"": 9.2365962, ""Phosphorus, P"": 1482.5041400000002, ""Sodium, Na"": 1873.944, ""Potassium, K"": 5515.606200000001, ""Zinc, Zn"": 18.281087000000003, ""Carbohydrate, by difference"": 290.90740999999997, ""Fiber, total dietary"": 42.646806, ""Protein"": 111.097002, ""Energy"": 2755.78603, ""Vitamin A"": 591.8934, ""Vitamin B-6"": 3.692958, ""Vitamin B-12"": 30.596704000000003, ""Vitamin C, total ascorbic acid"": 494.478352, ""Vitamin D"": 0.2615966, ""Vitamin E (alpha-tocopherol)"": 54.91738000000001, ""Thiamin"": 4.12433, ""Riboflavin"": 7.500691600000001, ""Niacin"": 17.997395200000007, ""Pantothenic acid"": 48.116849, ""Vitamin B-9 Folic acid"": 570.22731, ""Vitamin B-7"": 34.15343, ""Total lipid (fat)"": 135.59768019999999}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,41,108.4,42.65,320.0,0.468089,0.468089,9,"[59, 76, 86, 92]","[104, 141, 276, 286, 394, 171, 251, 208, 361, 245, 266, 336]","[59, 76, 86, 92, 104, 141, 276, 286, 394, 171, 251, 208, 361, 245, 266, 336]","{""Calcium, Ca"": 1393.0135799999998, ""Copper, Cu"": 1.4917880000000001, ""Iron, Fe"": 17.235901999999996, ""Magnesium, Mg"": 497.22781999999995, ""Manganese, Mn"": 3.2331853, ""Phosphorus, P"": 1045.8159400000002, ""Sodium, Na"": 2436.4103000000005, ""Potassium, K"": 6379.7302, ""Zinc, Zn"": 6.902299999999999, ""Carbohydrate, by difference"": 308.468162, ""Fiber, total dietary"": 50.69100200000001, ""Protein"": 48.451796, ""Energy"": 2616.2267500000003, ""Vitamin A"": 1393.8419, ""Vitamin B-6"": 2.7121030000000004, ""Vitamin B-12"": 5.1735685, ""Vitamin C, total ascorbic acid"": 528.481162, ""Vitamin D"": 2.9230613, ""Vitamin E (alpha-tocopherol)"": 32.28147, ""Thiamin"": 3.5529170000000003, ""Riboflavin"": 2.9761132999999997, ""Niacin"": 15.3122892, ""Pantothenic acid"": 23.008721999999995, ""Vitamin B-9 Folic acid"": 635.2326099999999, ""Vitamin B-7"": 13.569591, ""Total lipid (fat)"": 137.9518502}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,42,143.4,38.37,505.0,0.66398,0.66398,11,"[91, 67, 1, 92, 7, 89, 13]","[116, 177, 109, 343, 139, 175, 150, 192, 286, 291, 265, 251]","[91, 67, 1, 92, 7, 89, 13, 116, 177, 109, 343, 139, 175, 150, 192, 286, 291, 265, 251]","{""Calcium, Ca"": 1626.7990499999999, ""Copper, Cu"": 1.9981929, ""Iron, Fe"": 21.730212800000007, ""Magnesium, Mg"": 557.2905999999999, ""Manganese, Mn"": 5.881943999999999, ""Phosphorus, P"": 1743.0816999999997, ""Sodium, Na"": 2619.3553, ""Potassium, K"": 7779.441999999999, ""Zinc, Zn"": 11.650246, ""Carbohydrate, by difference"": 341.826371, ""Fiber, total dietary"": 48.70628999999999, ""Protein"": 77.25292999999999, ""Energy"": 2746.58832, ""Vitamin A"": 782.31118, ""Vitamin B-6"": 3.3286788000000005, ""Vitamin B-12"": 42.8035686, ""Vitamin C, total ascorbic acid"": 877.000077, ""Vitamin D"": 0.2253445, ""Vitamin E (alpha-tocopherol)"": 62.523700000000005, ""Thiamin"": 4.924127299999999, ""Riboflavin"": 8.554338199999997, ""Niacin"": 20.595686, ""Pantothenic acid"": 60.965379999999996, ""Vitamin B-9 Folic acid"": 865.2962499999999, ""Vitamin B-7"": 30.601144000000005, ""Total lipid (fat)"": 137.14011}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,43,111.3,19.25,588.0,0.694802,0.694802,11,"[45, 89, 7, 82, 15, 24, 79]","[280, 391, 336, 341, 179, 215, 385, 354, 185, 248]","[45, 89, 7, 82, 15, 24, 79, 280, 391, 336, 341, 179, 215, 385, 354, 185, 248]","{""Calcium, Ca"": 1259.41324, ""Copper, Cu"": 1.4321707, ""Iron, Fe"": 17.844155, ""Magnesium, Mg"": 355.8826, ""Manganese, Mn"": 4.9377238000000006, ""Phosphorus, P"": 1404.7797999999998, ""Sodium, Na"": 2624.4129700000003, ""Potassium, K"": 6009.8008, ""Zinc, Zn"": 10.648543999999998, ""Carbohydrate, by difference"": 319.49064, ""Fiber, total dietary"": 46.2782709, ""Protein"": 70.01013599999999, ""Energy"": 2741.7864999999997, ""Vitamin A"": 354.18404000000004, ""Vitamin B-6"": 4.061185699999999, ""Vitamin B-12"": 12.4126696, ""Vitamin C, total ascorbic acid"": 393.18987799999996, ""Vitamin D"": 0.563978, ""Vitamin E (alpha-tocopherol)"": 54.86681, ""Thiamin"": 19.9893836, ""Riboflavin"": 3.9443113999999992, ""Niacin"": 13.545278999999999, ""Pantothenic acid"": 33.781353, ""Vitamin B-9 Folic acid"": 676.36995, ""Vitamin B-7"": 29.890684, ""Total lipid (fat)"": 126.38977000000001}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,44,25.4,20.27,430.0,1.260794,1.260794,7,"[47, 38]","[385, 140, 352, 194, 266]","[47, 38, 385, 140, 352, 194, 266]","{""Calcium, Ca"": 437.62804000000006, ""Copper, Cu"": 1.7196907, ""Iron, Fe"": 26.990141, ""Magnesium, Mg"": 346.76292, ""Manganese, Mn"": 1.1940327, ""Phosphorus, P"": 1775.91254, ""Sodium, Na"": 2323.7340000000004, ""Potassium, K"": 2939.9865999999997, ""Zinc, Zn"": 24.187033, ""Carbohydrate, by difference"": 140.67136999999997, ""Fiber, total dietary"": 31.480566, ""Protein"": 114.76640199999999, ""Energy"": 2061.31203, ""Vitamin A"": 115.81221000000001, ""Vitamin B-6"": 3.0989335000000002, ""Vitamin B-12"": 9.0373816, ""Vitamin C, total ascorbic acid"": 83.00646700000001, ""Vitamin D"": 0.5976787, ""Vitamin E (alpha-tocopherol)"": 38.57759, ""Thiamin"": 10.190510600000001, ""Riboflavin"": 3.7325732, ""Niacin"": 34.9457482, ""Pantothenic acid"": 7.006867, ""Vitamin B-9 Folic acid"": 303.22168, ""Vitamin B-7"": 24.830303999999998, ""Total lipid (fat)"": 137.2436002}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
NSGA-II,2,with_diversity,45,70.6,39.15,650.0,0.944024,0.944024,10,"[44, 59, 5]","[101, 251, 181, 192, 383, 136, 286, 266, 284]","[44, 59, 5, 101, 251, 181, 192, 383, 136, 286, 266, 284]","{""Calcium, Ca"": 855.539358, ""Copper, Cu"": 1.8322907, ""Iron, Fe"": 21.8901329, ""Magnesium, Mg"": 345.45519999999993, ""Manganese, Mn"": 4.955800399999999, ""Phosphorus, P"": 942.0304527999999, ""Sodium, Na"": 1626.0834200000002, ""Potassium, K"": 3811.4538879999996, ""Zinc, Zn"": 10.0224706, ""Carbohydrate, by difference"": 343.44436999999994, ""Fiber, total dietary"": 23.914442599999997, ""Protein"": 61.6147308, ""Energy"": 2726.5927300000003, ""Vitamin A"": 466.22211000000004, ""Vitamin B-6"": 2.514024, ""Vitamin B-12"": 0.5359101, ""Vitamin C, total ascorbic acid"": 182.985254, ""Vitamin D"": 2.8832613, ""Vitamin E (alpha-tocopherol)"": 25.46886, ""Thiamin"": 4.209147, ""Riboflavin"": 1.0021908, ""Niacin"": 9.3275682, ""Pantothenic acid"": 4.0968921, ""Vitamin B-9 Folic acid"": 493.96451, ""Vitamin B-7"": 8.230506, ""Total lipid (fat)"": 136.6640702}","{""Calcium, Ca"": [1000.0, 2500.0], ""Copper, Cu"": [0.9, 10.0], ""Iron, Fe"": [18.0, 45.0], ""Magnesium, Mg"": [310.0, 660.0], ""Manganese, Mn"": [1.8, 11.0], ""Phosphorus, P"": [700.0, 4000.0], ""Sodium, Na"": [1500.0, 2300.0], ""Potassium, K"": [4700.0, 10000.0], ""Zinc, Zn"": [8.0, 40.0], ""Carbohydrate, by difference"": [170.0, 300.0], ""Fiber, total dietary"": [20.0, 9999.0], ""Protein"": [40.0, 100.0], ""Energy"": [2000.0, 2400.0], ""Vitamin A"": [700.0, 3000.0], ""Vitamin B-6"": [1.3, 100.0], ""Vitamin B-12"": [2.4, 10000.0], ""Vitamin C, total ascorbic acid"": [75.0, 2000.0], ""Vitamin D"": [600.0, 4000.0], ""Vitamin E (alpha-tocopherol)"": [15.0, 1000.0], ""Thiamin"": [1.1, 10000.0], ""Riboflavin"": [1.1, 10000.0], ""Niacin"": [14.0, 35.0], ""Pantothenic acid"": [5.0, 10000.0], ""Vitamin B-9 Folic acid"": [400.0, 1000.0], ""Vitamin B-7"": [30.0, 10000.0], ""Total lipid (fat)"": [40.0, 120.0]}"
